Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
Harmonizing Clinical Sequencing and Interpretation for the eMERGE III Network,"Zouk, H; Venner, E; Muzny, DM; Lennon, NJ; Rehm, HL; Gibbs, RA; Walker, K; Gordon, AS; Bowser, M; Harden, MV; Chiang, T; Hynes, ED; Hu, JH; Lebo, MS; Macbeth, A; Mahanta, L; Wu, TJ; Jarvik, GP; Funke, B; Leduc, M; Kudalkar, E; Babb, LJ; Murugan, M; Ames, DC; Graham, C; Aronson, S; Lin, CF; Scherer, S; Jiang, YY; Witkowski, L; Yang, YP; Murdock, DR; Eng, CM; Varugheese, M; Leslie, ND; Myers, MF; Prows, CA; Chung, W; Fasel, D; Marasa, M; Rasouly, HM; Weng, CH; Wynn, J; Kelly, MA; Williams, MS; Larson, EB; Leppig, KA; Ralston, JD; Kochan, DC; Kullo, IJ; Lindor, NM; Lammers, P; Singh, R; Smoot, DT; Hoell, C; Rasmussen-Torvik, LJ; Smith, ME; Green, RC; Smoller, JW; Peterson, JF; Van Driest, SL; Wells, QS; Wiesner, GL; Hu, JH; Kalla, SE; Raj, R; Foster, A; Balasubramanian, A; Muniz, J; Denson, S; Chandanavelli, G; Liu, W; Mahadeshwar, H; Vargas, SM; Zhang, L; Liu, XP; Wang, QY; Jayaseelan, JC; Kalra, D; Riza, B; De La Cruz, J; Wang, LW; Korchina, V; Kovar, C; Jiang, YY; Yang, YP; Yi, V; Muru, M; Baxter, S; Brodeur, W; Dodge, S; Dunlea, P; Friedrich, C; DeSmet, T; Dinsmore, MJ; Fleharty, M; Lyon, H; Meldrim, J; Mullen, TE; Onofrio, RC; Slowik, K; Vicente, G; Wilson, MW; Woolf, B; Gabriel, S; Basford, M; City, B; Crosslin, DR; Howell, KM; Linder, JE; Stanaway, IB; Woods, LA; Rehm, H; Overby-Taylor, C; Puckelwartz, MJ; Sleiman, PMA; Hakonarson, H; Rasmussen-Torvik, L; Hripcsak, G; Wei, WQ; Weng, CH; Holm, I; Chisholm, RL; Adunyah, SE; Denny, JC; Gharavi, A; Harley, J; Karlson, EW; Murphy, S; Roden, DM; Ritchie, MD; Sharp, RR; Weng, CH; Weiss, ST; Li, RL; Wiley, KL; Dayal, J; Jose, S; Manolio, T; Abrams, D; Albertson-Junkans, L; Almoguera, B; Appelbaum, P; Aufox, S; Bangash, H; Bastarache, L; Behr, M; Benoit, B; Bhoj, E; Bielinski, SJ; Bland, HT; Blout, C; Bottinger, EP; Brand, H; Brilliant, M; Caraballo, P; Carrell, DS; Carroll, A; Castillo, L; Castro, V; Christensen, KD; Chute, CG; Cobb, BL; Connolly, JJ; Crane, P; Crew, K; De Andrade, M; Dikilitas, O; Edwards, TL; Fedotov, A; Feng, QP; Freimuth, R; Fullerton, SM; Gainer, V; Hayes, MG; Glazer, AM; Glessner, JT; Goehringer, J; Gundelach, JH; Hain, HS; Harr, M; Hartzler, A; Hebbring, S; Henrikson, N; Hershey, A; Joo, YY; Josyula, NS; Justice, AE; Keating, BJ; Kenny, EE; Key, D; Kiryluk, K; Kitchner, T; Klee, E; Kottyan, L; Lee, MT; Liang, WH; Lingren, T; Linneman, JG; Liu, C; Lynch, J; Malin, B; Marsolo, K; McGowan, ML; McNally, E; Mentch, F; Mosley, J; Mukherjee, S; Namjou, B; Ni, YZ; Obeng, AO; Person, TN; Petukhova, L; Pisieczko, CJ; Pratap, S; Rahm, AK; Ramaprasan, A; Ramirez, A; Rasmussen, L; Raychaudhuri, S; Rives, C; Rosenthal, EA; Santani, A; Schaid, D; Scott, S; Scrol, A; Sengupta, S; Shang, N; Sharma, H; Smith, JC; Sohn, S; Starren, J; Stroud, M; Su, J; Tolwinski, K; Veenstra, D; Verbitsky, M; Wagner, M; Walunas, T; White, PS; Williams, JL; Zhang, G",AMERICAN JOURNAL OF HUMAN GENETICS,2019,10.1016/j.ajhg.2019.07.018,TRUE,3
Harnessing the heart of big data,Scruggs SB,Circ Res,2015,10.1161/CIRCRESAHA.115.306013,FALSE,1
Health Data Entanglement and artificial intelligence-based analysis: a brand new methodology to improve the effectiveness of healthcare services,Capone A,Clin Ter,2016,10.7417/CT.2016.1952,TRUE,1
Health Data Entanglement and artificial intelligence-based analysis: a brand new methodology to improve the effectiveness of healthcare services,"Capone, A. (55335499900); Cicchetti, A. (6602646775); Mennini, F.S. (8585704200); Marcellusi, A. (36170820000); Baio, G. (6603354734); Favato, G. (23479604000)",La Clinica terapeutica,2016,10.7417/CT.2016.1952,TRUE,2
Health Data Entanglement and artificial intelligence-based analysis: a brand new methodology to improve the effectiveness of healthcare services,"Capone, A; Cicchetti, A; Mennini, FS; Marcellusi, A; Baio, G; Favato, G",CLINICA TERAPEUTICA,2016,10.7417/CT.2016.1952,TRUE,3
Health data hubs: an analysis of existing data governance features for research,Alvarez-Romero C,Health Res Policy Syst,2023,10.1186/s12961-023-01026-1,TRUE,1
Health data hubs: an analysis of existing data governance features for research,"Alvarez-Romero, Celia (57210788267); Martínez-García, Alicia (55937333600); Bernabeu-Wittel, Máximo (56008973100); Parra-Calderón, Carlos Luis (24332533000)",Health Research Policy and Systems,2023,10.1186/s12961-023-01026-1,TRUE,2
Health data hubs: an analysis of existing data governance features for research,"Alvarez-Romero, C; Martínez-García, A; Bernabeu-Wittel, M; Parra-Calderón, CL",HEALTH RESEARCH POLICY AND SYSTEMS,2023,10.1186/s12961-023-01026-1,TRUE,3
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection",Quan TP,Gigascience,2022,10.1093/gigascience/giad060,TRUE,1
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection","Quan, T Phuong (56562645400); Lacey, Ben (7004338442); Peto, Tim E A (57217692518); Walker, A Sarah (7403910584)",GigaScience,2022,10.1093/gigascience/giad060,TRUE,2
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection","Phuong Quan, T. (59158328400); Lacey, Ben (7004338442); Peto, Tim E. A (57217692518); Sarah Walker, A. (6503849350)",GigaScience,2023,10.1093/gigascience/giad060,TRUE,3
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection","Quan, TP; Lacey, B; Peto, TEA; Walker, AS",GIGASCIENCE,2023,10.1093/gigascience/giad060,TRUE,4
Health Synthetic Data to Enable Health Learning System and Innovation: A Scoping Review,Tsao SF,Stud Health Technol Inform,2023,10.3233/SHTI230063,FALSE,1
Healthcare and anomaly detection: using machine learning to predict anomalies in heart rate data,"Šabić, Edin (57189363794); Keeley, David (57521809900); Henderson, Bailey (57216693637); Nannemann, Sara (57216695075)",AI and Society,2021,10.1007/s00146-020-00985-1,TRUE,1
Healthcare and anomaly detection: using machine learning to predict anomalies in heart rate data,"Sabic, E; Keeley, D; Henderson, B; Nannemann, S",AI & SOCIETY,2021,10.1007/s00146-020-00985-1,TRUE,2
Healthcare and anomaly detection: using machine learning to predict anomalies in heart rate data,"≈†abiƒá, Edin (1, 2); Keeley, David (1, 2); Henderson, Bailey (1); Nannemann, Sara (1, 2)",AI and Society,2021,,TRUE,3
"Healthcare for migrants, participatory health research and implementation science--better health policy and practice through inclusion. The RESTORE project",MacFarlane A,Eur J Gen Pract,2014,10.3109/13814788.2013.868432,FALSE,1
"Healthcare for migrants, participatory health research and implementation science-better health policy and practice through inclusion. The RESTORE project","Macfarlane, Anne (7102685918); O'Reilly-De Brún, Mary (23668798700); De Brún, Tomas (23667052700); Dowrick, Christopher (56360697900); O'Donnell, Catherine (7202453716); Mair, Frances (7004850729); Spiegel, Wolfgang (7004086512); Van Den Muijsenbergh, Maria (6507846672); Van Weel Baumgarten, Evelyn (57022122000); Lionis, Christos (7005768464); Clissmann, Ciaran (56196534200)",European Journal of General Practice,2014,10.3109/13814788.2013.868432,TRUE,1
"Healthcare for migrants, participatory health research and implementation science-better health policy and practice through inclusion. The RESTORE project","MacFarlane, A; O'Reilly-de Brún, M; de Brún, T; Dowrick, C; O'Donnell, C; Mair, F; Spiegel, W; van den Muijsenbergh, M; Baumgarten, EV; Lionis, C; Clissmann, C",EUROPEAN JOURNAL OF GENERAL PRACTICE,2014,10.3109/13814788.2013.868432,TRUE,2
Healthcare networks for people with rare diseases: integrating data and expertise,Graessner H,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,2022,10.1007/s00103-022-03592-1,TRUE,1
Healthcare networks for people with rare diseases: integrating data and expertise,"Graessner, H; Storf, H; Schaefer, F",BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ,2022,10.1007/s00103-022-03592-1,TRUE,2
Healthcare professionals' perspectives on identifying and managing perinatal anxiety: a qualitative study,Silverwood V,Br J Gen Pract,2019,10.3399/bjgp19X706025,TRUE,1
Healthcare professionals' perspectives on identifying and managing perinatal anxiety: a qualitative study,"Silverwood, V; Nash, A; Chew-Graham, CA; Walsh-House, J; Sumathipala, A; Bartlam, B; Kingstone, T",BRITISH JOURNAL OF GENERAL PRACTICE,2019,10.3399/bjgp19X706025,TRUE,2
Healthcare professionals’ perspectives on identifying and managing perinatal anxiety: A qualitative study,"Silverwood, V. (56466046800); Nash, A. (57211544165); Chew-Graham, C.A. (6701468194); Walsh-House, J. (57211544940); Sumathipala, A. (6701902230); Bartlam, B. (21734011600); Kingstone, T. (56586002300)",British Journal of General Practice,2019,10.3399/bjgp19X706025,FALSE,1
Heavy Tailed Distributions of Effect Sizes in Systematic Reviews of Complex Interventions,"Burton, C",PLOS ONE,2012,10.1371/journal.pone.0034222,FALSE,1
"High-dimensional propensity scores for empirical covariate selection in secondary database studies: Planning, implementation, and reporting",Rassen JA,Pharmacoepidemiol Drug Saf,2023,10.1002/pds.5566,FALSE,1
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),Li Z,Med Phys,2022,10.1002/mp.15427,TRUE,1
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),"Li, Ziyu (57212003399); Tian, Qiyuan (48862168000); Ngamsombat, Chanon (55635954300); Cartmell, Samuel (57119440200); Conklin, John (24079925200); Filho, Augusto Lio M. Gonçalves (57408478900); Lo, Wei-Ching (57219864511); Wang, Guangzhi (57194626987); Ying, Kui (7005162150); Setsompop, Kawin (15053610500); Fan, Qiuyun (56927493300); Bilgic, Berkin (36469704300); Cauley, Stephen (15759105700); Huang, Susie Y. (7405421635)",Medical Physics,2022,10.1002/mp.15427,TRUE,2
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),"Li, ZY; Tian, QY; Ngamsombat, C; Cartmell, S; Conklin, J; Alves, ALMG; Lo, WC; Wang, GZ; Ying, K; Setsompop, K; Fan, QY; Bilgic, B; Cauley, S; Huang, SSY",MEDICAL PHYSICS,2022,10.1002/mp.15427,TRUE,3
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),"Li, Ziyu (1); Tian, Qiyuan (2, 3); Ngamsombat, Chanon (2, 4); Cartmell, Samuel (5); Conklin, John (2, 3, 5); Filho, Augusto Lio M. Gon√ßalves (2, 5); Lo, Wei-Ching (6); Wang, Guangzhi (1); Ying, Kui (7); Setsompop, Kawin (2, 3, 8); Fan, Qiuyun (2, 3); Bilgic, Berkin (2, 3, 8); Cauley, Stephen (2, 3); Huang, Susie Y. (2, 3, 8)",Medical Physics,2022,,TRUE,4
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,Specogna AV,BMC Neurol,2017,10.1186/s12883-017-0930-2,TRUE,1
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,"Specogna, Adrian V. (8305944800); Turin, Tanvir C. (13906747800); Patten, Scott B. (57201492915); Hill, Michael D. (57026858200)",BMC Neurology,2017,10.1186/s12883-017-0930-2,TRUE,2
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,"Specogna, AV; Turin, TC; Patten, SB; Hill, MD",BMC NEUROLOGY,2017,10.1186/s12883-017-0930-2,TRUE,3
"How Suitable Are Registry Data for Recurrence Risk Calculations? Validation of Diagnoses on 1,593 Families With Congenital Heart Disease","Ellesoe, SG; Jensen, AB; Ängquist, LH; Hjortdal, VE; Larsen, LA; Brunak, S",WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY,2016,10.1177/2150135115615786,FALSE,1
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Yehya (22433304000); Gabber, Alexander (57706008400); Heidenblut, Sonja (34876876100); Zenz, Daniel (57190251702); Siddiqi, Anam (57705872700); Gappa, Henrike (22333992600)",Computing and Informatics,2022,10.31577/cai_2022_1_233,TRUE,1
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Y; Gabber, A; Heidenblut, S; Zenz, D; Siddiqi, A; Gappa, H",COMPUTING AND INFORMATICS,2022,10.31577/cai_2022_1_233,TRUE,2
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Yehya (1); Gabber, Alexander (2); Heidenblut, Sonja (2); Zenz, Daniel (3); Siddiqi, Anam (1); Gappa, Henrike (1)",Computing and Informatics,2022,,TRUE,3
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Yehya (1); Gabber, Alexander (2); Heidenblut, Sonja (2); Zenz, Daniel (3); Siddiqi, Anam (1); Gappa, Henrike (1)",Computing and Informatics,2022,,TRUE,4
How to use frailtypack for validating failure-time surrogate endpoints using individual patient data from meta-analyses of randomized controlled trials,Sofeu CL,PLoS One,2020,10.1371/journal.pone.0228098,TRUE,1
How to use frailtypack for validating failure-time surrogate endpoints using individual patient data from meta-analyses of randomized controlled trials,"Sofeu, Casimir Ledoux (56131661000); Rondeau, Virginie (6603141289)",PLoS ONE,2020,10.1371/journal.pone.0228098,TRUE,2
How to use frailtypack for validating failure-time surrogate endpoints using individual patient data from meta-analyses of randomized controlled trials,"Sofeu, CL; Rondeau, V",PLOS ONE,2020,10.1371/journal.pone.0228098,TRUE,3
Hybrid Deep Learning Approach for Accurate Tumor Detection in Medical Imaging Data,Cifci MA,Diagnostics (Basel),2023,10.3390/diagnostics13061025,TRUE,1
Hybrid Deep Learning Approach for Accurate Tumor Detection in Medical Imaging Data,"Cifci, Mehmet Akif (57191220580); Hussain, Sadiq (57223086827); Canatalay, Peren Jerfi (57679452300)",Diagnostics,2023,10.3390/diagnostics13061025,TRUE,2
Hybrid Deep Learning Approach for Accurate Tumor Detection in Medical Imaging Data,"Cifci, MA; Hussain, S; Canatalay, PJ",DIAGNOSTICS,2023,10.3390/diagnostics13061025,TRUE,3
Hybrid Method of Artificial Neural Network and Simulated Annealing Algorithm for Optimizing Wideband Patch Antennas,"He, Yejun (1); Huang, Jinhua (1); Li, Wenting (1); Zhang, Long (1); Wong, Sai-Wai (1); Chen, Zhi Ning (2)",IEEE Transactions on Antennas and Propagation,2024,,TRUE,1
Hybrid Method of Artificial Neural Network and Simulated Annealing Algorithm for Optimizing Wideband Patch Antennas,"He, Yejun (1); Huang, Jinhua (1); Li, Wenting (1); Zhang, Long (1); Wong, Sai-Wai (1); Chen, Zhi Ning (2)",IEEE Transactions on Antennas and Propagation,2024,,TRUE,2
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, Victoria Yu. (24367406100); Liogky, Alexey A. (57212007553)",Russian Journal of Numerical Analysis and Mathematical Modelling,2020,10.1515/rnam-2020-0013,TRUE,1
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, VY; Liogky, AA",RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,2020,10.1515/rnam-2020-0013,TRUE,2
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, Victoria Yu. (1, 2, 3); Liogky, Alexey A. (2)",Russian Journal of Numerical Analysis and Mathematical Modelling,2020,,TRUE,3
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, Victoria Yu. (1, 2, 3); Liogky, Alexey A. (2)",Russian Journal of Numerical Analysis and Mathematical Modelling,2020,,TRUE,4
Hypersphere clustering to characterize healthcare providers using prescriptions and procedures from Medicare claims data,Fillmore N,AMIA Annu Symp Proc,2020,,TRUE,1
Hypersphere clustering to characterize healthcare providers using prescriptions and procedures from Medicare claims data,"Fillmore, Nathanael (57209590729); Goryachev, Sergey D. (36932715000); Weiss, Jeremy C. (57208156679)",AMIA ... Annual Symposium proceedings. AMIA Symposium,2019,,TRUE,2
Identifying and handling data bias within primary healthcare data using synthetic data generators,Draghi B,Heliyon,2024,10.1016/j.heliyon.2024.e24164,TRUE,1
Identifying and handling data bias within primary healthcare data using synthetic data generators,"Draghi, Barbara (57222095888); Wang, Zhenchen (57210580015); Myles, Puja (26534802000); Tucker, Allan (57210525029)",Heliyon,2024,10.1016/j.heliyon.2024.e24164,TRUE,2
Identifying and handling data bias within primary healthcare data using synthetic data generators,"Draghi, B; Wang, ZC; Myles, P; Tucker, A",HELIYON,2024,10.1016/j.heliyon.2024.e24164,TRUE,3
Identifying Obviously Artificial Medical Images Produced by a Generative Adversarial Network,O'Reilly JA,Annu Int Conf IEEE Eng Med Biol Soc,2022,10.1109/EMBC48229.2022.9871217,FALSE,1
Identifying spatio-temporal seizure propagation patterns in epilepsy using Bayesian inference,"Vattikonda, AN; Hashemi, M; Sip, V; Woodman, MM; Bartolomei, F; Jirsa, VK",COMMUNICATIONS BIOLOGY,2021,10.1038/s42003-021-02751-5,FALSE,1
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,Kaviani S,Comput Med Imaging Graph,2023,10.1016/j.compmedimag.2023.102315,TRUE,1
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,"Kaviani, Sanaz (58458573100); Sanaat, Amirhossein (57207449502); Mokri, Mersede (57575191700); Cohalan, Claire (57211978338); Carrier, Jean-Francois (35316787400)",Computerized Medical Imaging and Graphics,2023,10.1016/j.compmedimag.2023.102315,TRUE,2
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,"Kaviani, S; Sanaat, A; Mokri, M; Cohalan, C; Carrier, JF",COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2023,10.1016/j.compmedimag.2023.102315,TRUE,3
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,"Kaviani, Sanaz (1, 2); Sanaat, Amirhossein (3); Mokri, Mersede (1, 2); Cohalan, Claire (2, 4); Carrier, Jean-Francois (2, 5, 6)",Computerized Medical Imaging and Graphics,2023,,TRUE,4
"Immunization data quality and factors influencing data generation, handling and use in Wogera District, Northern Ethiopia, 2020","Madebo, Tesfahun Hailemariam (57432066800); Gezie, Lemma Derseh (56734487000); Teklu, Alemayehu (57201915747); Mekonnen, Zeleke Abebaw (58442369300); Shahabuddin, Asm (56662072400); Tilahun, Binyam (57212075730)",Ethiopian Journal of Health Development,2021,,TRUE,1
"Immunization data quality and factors influencing data generation, handling and use in Wogera District, Northern Ethiopia, 2020","Madebo, TH; Gezie, LD; Teklu, A; Mekonnen, ZA; Shahabuddin, A; Tilahun, B",ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT,2021,,TRUE,2
Impact of discretization of the timeline for longitudinal causal inference methods,Ferreira Guerra S,Stat Med,2020,10.1002/sim.8710,TRUE,1
Impact of discretization of the timeline for longitudinal causal inference methods,"Guerra, SF; Schnitzer, ME; Forget, A; Blais, L",STATISTICS IN MEDICINE,2020,10.1002/sim.8710,TRUE,2
Impact of missing data on bias and precision when estimating change in patient-reported outcomes from a clinical registry,"Ayilara, OF; Zhang, L; Sajobi, TT; Sawatzky, R; Bohm, E; Lix, LM",HEALTH AND QUALITY OF LIFE OUTCOMES,2019,10.1186/s12955-019-1181-2,FALSE,1
Impact of motion compensation and partial volume correction for 18F-NaF PET/CT imaging of coronary plaque,"Cal-González, J; Tsoumpas, C; Lassen, ML; Rasul, S; Koller, L; Hacker, M; Schäfers, K; Beyer, T",PHYSICS IN MEDICINE AND BIOLOGY,2018,10.1088/1361-6560/aa97c8,FALSE,1
Implementation of a graph-embedded topic model for analysis of population-level electronic health records,Wang Y,STAR Protoc,2023,10.1016/j.xpro.2022.101966,TRUE,1
Implementation of a graph-embedded topic model for analysis of population-level electronic health records,"Wang, Yuening (57216891802); Grant, Audrey V. (8891725000); Li, Yue (55915485700)",STAR Protocols,2023,10.1016/j.xpro.2022.101966,TRUE,2
Implementation of a graph-embedded topic model for analysis of population-level electronic health records,"Wang, YN; Grant, AV; Li, Y",STAR PROTOCOLS,2023,10.1016/j.xpro.2022.101966,TRUE,3
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, Eric (57203619897); Celler, Anna (7003743025); Wells, Glenn (58358326300); Blinder, Stéphan (35434672400); Dixon, Katherine (7102620548); Pang, Yanxin (8554842100)",IEEE Transactions on Nuclear Science,2005,10.1109/TNS.2005.851463,TRUE,1
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, E; Celler, A; Wells, G; Blinder, S; Dixon, K; Pang, YX",IEEE TRANSACTIONS ON NUCLEAR SCIENCE,2005,10.1109/TNS.2005.851463,TRUE,2
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, Eric (1); Celler, Anna (2); Wells, Glenn (3); Blinder, St√©phan (2); Dixon, Katherine (1); Pang, Yanxin (4)",IEEE Transactions on Nuclear Science,2005,,TRUE,3
Implementing community participation via interdisciplinary teams in primary care: An Irish case study in practice,Tierney E,Health Expect,2018,10.1111/hex.12692,TRUE,1
Implementing community participation via interdisciplinary teams in primary care: An Irish case study in practice,"Tierney, Edel (8329710300); McEvoy, Rachel (55839696100); Hannigan, Ailish (6603090118); MacFarlane, Anne E. (7102685918)",Health Expectations,2018,10.1111/hex.12692,TRUE,2
Implementing community participation via interdisciplinary teams in primary care: An Irish case study in practice,"Tierney, E; McEvoy, R; Hannigan, A; MacFarlane, AE",HEALTH EXPECTATIONS,2018,10.1111/hex.12692,TRUE,3
IMPLEMENTING TOOLS TO PROMOTE ADHERENCE TO ANTIRETROVIRAL THERAPY AT FACILITIES IN KENYA,Gitau L,East Afr Med J,2014,,TRUE,1
Implementing tools to promote adherence to antiretroviral therapy at facilities in Kenya,"Gitau, L. (35744877100); Boruett, P. (55776046500); Njogo, S. (55776406200); Nguhiu, P. (36028406600); Awour, C. (57178116200); Kagai, D. (55776247900); Chalker, J. (16738495200); Tomson, G. (7006165204); Abuya, T. (6504801909); Wahlström, R. (55661103000)",East African Medical Journal,2014,,TRUE,2
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Qing (57199303484); Wang, Jie (57195958261); Fan, Jin (56542158600); Xu, Gang (55935631700); Wu, Jia (23971568900); Johnson, Blake (7404748472); Li, Xingfei (57204648601); Do, Quan (57192067808); Ge, Ruiquan (57225423805)",Complexity,2019,10.1155/2019/1574240,TRUE,1
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Q; Wang, J; Fan, J; Xu, G; Wu, J; Johnson, B; Li, XF; Do, Q; Ge, RQ",COMPLEXITY,2019,10.1155/2019/1574240,TRUE,2
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Qing (1); Wang, Jie (1); Fan, Jin (1); Xu, Gang (1); Wu, Jia (2); Johnson, Blake (3); Li, Xingfei (1); Do, Quan (4); Ge, Ruiquan (1)",Complexity,2019,,TRUE,3
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Qing (1); Wang, Jie (1); Fan, Jin (1); Xu, Gang (1); Wu, Jia (2); Johnson, Blake (3); Li, Xingfei (1); Do, Quan (4); Ge, Ruiquan (1)",Complexity,2019,,TRUE,4
Improving diabetes disease patients classification using stacking ensemble method with PIMA and local healthcare data,Reza MS,Heliyon,2024,10.1016/j.heliyon.2024.e24536,TRUE,1
Improving diabetes disease patients classification using stacking ensemble method with PIMA and local healthcare data,"Reza, Md Shamim (58044597500); Amin, Ruhul (59070517800); Yasmin, Rubia (58044212700); Kulsum, Woomme (58837391600); Ruhi, Sabba (56919677900)",Heliyon,2024,10.1016/j.heliyon.2024.e24536,TRUE,2
Improving diabetes disease patients classification using stacking ensemble method with PIMA and local healthcare data,"Reza, MS; Amin, R; Yasmin, R; Kulsum, W; Ruhi, S",HELIYON,2024,10.1016/j.heliyon.2024.e24536,TRUE,3
Improving Patient Flow in a Primary Care Clinic,"Preuss, Nathan (57880619100); Guo, Lin (57204757816); Allen, Janet K. (7406422762); Mistree, Farrokh (7005247880)",Operations Research Forum,2022,10.1007/s43069-022-00152-w,FALSE,1
Improving prescribing through big data approaches-Ten years of the Scottish Prescribing Information System,"Bennie, M; Malcolm, W; McTaggart, S; Mueller, T",BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,2020,10.1111/bcp.14184,FALSE,1
Improving robustness of automatic cardiac function quantification from cine magnetic resonance imaging using synthetic image data,Gheorghiță BA,Sci Rep,2022,10.1038/s41598-022-06315-3,FALSE,1
Improving the performance of machine learning penicillin adverse drug reaction classification with synthetic data and transfer learning,Stanekova V,Intern Med J,2024,10.1111/imj.16360,TRUE,1
Improving the performance of machine learning penicillin adverse drug reaction classification with synthetic data and transfer learning,"Stanekova, Viera (58612238100); Inglis, Joshua M. (57196420704); Lam, Lydia (57667798800); Lam, Antoinette (57668463100); Smith, William (7406472586); Shakib, Sepehr (7004672081); Bacchi, Stephen (56638311000)",Internal Medicine Journal,2024,10.1111/imj.16360,TRUE,2
Improving the performance of machine learning penicillin adverse drug reaction classification with synthetic data and transfer learning,"Stanekova, V; Inglis, JM; Lam, L; Lam, A; Smith, W; Shakib, S; Bacchi, S",INTERNAL MEDICINE JOURNAL,2024,10.1111/imj.16360,TRUE,3
"Improving the Utility of Poisson-Distributed, Differentially Private Synthetic Data Via Prior Predictive Truncation with an Application to CDC WONDER","Quick, Harrison (54684953900)",Journal of Survey Statistics and Methodology,2022,10.1093/jssam/smac007,TRUE,1
"Improving the Utility of Poisson-Distributed, Differentially Private Synthetic Data via Prior Predictive Truncation with an Application to CDC WONDER","Quick, H",JOURNAL OF SURVEY STATISTICS AND METHODOLOGY,2022,10.1093/jssam/smac007,TRUE,2
Imputation and missing indicators for handling missing data in the development and deployment of clinical prediction models: A simulation study,Sisk R,Stat Methods Med Res,2023,10.1177/09622802231165001,TRUE,1
Imputation and missing indicators for handling missing data in the development and deployment of clinical prediction models: A simulation study,"Sisk, R; Sperrin, M; Peek, N; van Smeden, M; Martin, GP",STATISTICAL METHODS IN MEDICAL RESEARCH,2023,10.1177/09622802231165001,TRUE,2
Imputation of clinical covariates in time series,"Bertsimas, Dimitris (7005282772); Orfanoudaki, Agni (57216889389); Pawlowski, Colin (57218860259)",Machine Learning,2021,10.1007/s10994-020-05923-2,TRUE,1
Imputation of clinical covariates in time series,"Bertsimas, D; Orfanoudaki, A; Pawlowski, C",MACHINE LEARNING,2021,10.1007/s10994-020-05923-2,TRUE,2
Imputation of clinical covariates in time series,"Bertsimas, Dimitris (1); Orfanoudaki, Agni (1); Pawlowski, Colin (1)",Machine Learning,2021,,TRUE,3
"In simulated data and health records, latent class analysis was the optimum multimorbidity clustering algorithm",Nichols L,J Clin Epidemiol,2022,10.1016/j.jclinepi.2022.10.011,TRUE,1
