Title,First Author,Journal,Publication Year,DOI
International electronic health record-derived COVID-19 clinical course profiles: the 4CE consortium,"Brat, Gabriel A. (21833343000); Weber, Griffin M. (7402212831); Gehlenborg, Nils (57208464039); Avillach, Paul (23972137300); Palmer, Nathan P. (12141507000); Chiovato, Luca (7004284732); Cimino, James (7006337145); Waitman, Lemuel R. (6603246496); Omenn, Gilbert S. (35234686300); Malovini, Alberto (23005132600); Moore, Jason H. (7405241093); Beaulieu-Jones, Brett K. (57191613442); Tibollo, Valentina (39763027500); Murphy, Shawn N. (7402778470); Yi, Sehi L’ (57218564802); Keller, Mark S. (57218566652); Bellazzi, Riccardo (58709404600); Hanauer, David A. (8285567600); Serret-Larmande, Arnaud (57210442832); Gutierrez-Sacristan, Alba (56728807700); Holmes, John J. (58391972800); Bell, Douglas S. (7403648003); Mandl, Kenneth D. (7003721828); Follett, Robert W. (57211975667); Klann, Jeffrey G. (25929304800); Murad, Douglas A. (57218570349); Scudeller, Luigia (57192320359); Bucalo, Mauro (54791883300); Kirchoff, Katie (57218566896); Craig, Jean (56016636200); Obeid, Jihad (6602152361); Jouhet, Vianney (35320000100); Griffier, Romain (57208534119); Cossin, Sebastien (55561443900); Moal, Bertrand (54400166800); Patel, Lav P. (57218567119); Bellasi, Antonio (55955180300); Prokosch, Hans U. (6701859198); Kraska, Detlef (6507021121); Sliz, Piotr (6507858144); Tan, Amelia L. M. (57739529900); Ngiam, Kee Yuan (55388553800); Zambelli, Alberto (7004364412); Mowery, Danielle L. (36982065300); Schiver, Emily (57218567371); Devkota, Batsal (24376221600); Bradford, Robert L. (55623417700); Daniar, Mohamad (57218568715); Daniel, Christel (24334555100); Benoit, Vincent (57194345930); Bey, Romain (57221489005); Paris, Nicolas (57204777182); Serre, Patricia (57204776536); Orlova, Nina (57204771205); Dubiel, Julien (57221492433); Hilka, Martin (57218568565); Jannot, Anne Sophie (6507981039); Breant, Stephane (57204773507); Leblanc, Judith (55332981700); Griffon, Nicolas (36861631300); Burgun, Anita (7004335489); Bernaux, Melodie (54392403700); Sandrin, Arnaud (57215315640); Salamanca, Elisa (57202802600); Cormont, Sylvie (8586210700); Ganslandt, Thomas (6602762221); Gradinger, Tobias (57210806983); Champ, Julien (24528232800); Boeker, Martin (24331040500); Martel, Patricia (57221490479); Esteve, Loic (57221490387); Gramfort, Alexandre (23388890700); Grisel, Olivier (54379893900); Leprovost, Damien (55129215400); Moreau, Thomas (56215502000); Varoquaux, Gael (12808763400); Vie, Jill-Jênn (55354364400); Wassermann, Demian (8265430900); Mensch, Arthur (57221489148); Caucheteux, Charlotte (57218564500); Haverkamp, Christian (36465114800); Lemaitre, Guillaume (57201562636); Bosari, Silvano (7003540682); Krantz, Ian D. (7004409233); South, Andrew (57218105708); Cai, Tianxi (7102610149); Kohane, Isaac S. (35264289500)",npj Digital Medicine,2020,10.1038/s41746-020-00308-0
Generating high-fidelity synthetic patient data for assessing machine learning healthcare software,"Tucker, Allan (57210525029); Wang, Zhenchen (57210580015); Rotalinti, Ylenia (57829819400); Myles, Puja (26534802000)",npj Digital Medicine,2020,10.1038/S41746-020-00353-9
Overcoming barriers to data sharing with medical image generation: a comprehensive evaluation,"DuMont Schütte, August (57219428420); Hetzel, Jürgen (6603859744); Gatidis, Sergios (26658018800); Hepp, Tobias (58593220800); Dietz, Benedikt (57219429261); Bauer, Stefan (56410381900); Schwab, Patrick (57201496830)",npj Digital Medicine,2021,10.1038/s41746-021-00507-3
Generation of realistic synthetic data using Multimodal Neural Ordinary Differential Equations,"Wendland, Philipp (57214857887); Birkenbihl, Colin (57214455849); Gomez-Freixa, Marc (57317002400); Sood, Meemansa (57197852131); Kschischo, Maik (55931853100); Fröhlich, Holger (7005180387)",npj Digital Medicine,2022,10.1038/s41746-022-00666-x
"Patient-centric synthetic data generation, no reason to risk re-identification in biomedical data analysis","Guillaudeux, Morgan (57211139533); Rousseau, Olivia (57221643298); Petot, Julien (57801863800); Bennis, Zineb (57382212200); Dein, Charles-Axel (57801863900); Goronflot, Thomas (57207938110); Vince, Nicolas (35339924900); Limou, Sophie (23393099600); Karakachoff, Matilde (55252344500); Wargny, Matthieu (55939607900); Gourraud, Pierre-Antoine (6506489910)",npj Digital Medicine,2023,10.1038/s41746-023-00771-5
Synthetic electronic health records generated with variational graph autoencoders,"Nikolentzos, Giannis (57173279500); Vazirgiannis, Michalis (7004248278); Xypolopoulos, Christos (57201357025); Lingman, Markus (6504238326); Brandt, Erik G. (57993092900)",npj Digital Medicine,2023,10.1038/s41746-023-00822-x
Generating synthetic mixed-type longitudinal electronic health records for artificial intelligent applications,"Li, Jin (57214870534); Cairns, Benjamin J. (12241914700); Li, Jingsong (35766898100); Zhu, Tingting (55969941800)",npj Digital Medicine,2023,10.1038/s41746-023-00834-7
EHR-Safe: generating high-fidelity and privacy-preserving synthetic electronic health records,"Yoon, Jinsung (57192154835); Mizrahi, Michel (58067250300); Ghalaty, Nahid Farhady (50261701000); Jarvinen, Thomas (58066142600); Ravi, Ashwin S. (57290315100); Brune, Peter (58066296900); Kong, Fanyu (58066142700); Anderson, Dave (58066935500); Lee, George (58267001300); Meir, Arie (58066297000); Bandukwala, Farhana (58066614100); Kanal, Elli (57219787410); Arık, Sercan Ö. (57201791321); Pfister, Tomas (36598926300)",npj Digital Medicine,2023,10.1038/s41746-023-00888-7
Large language models to identify social determinants of health in electronic health records,"Guevara, Marco (58165535400); Chen, Shan (58166586200); Thomas, Spencer (58546543300); Chaunzwa, Tafadzwa L. (55506894900); Franco, Idalid (57191500688); Kann, Benjamin H. (43161143000); Moningi, Shalini (18038021200); Qian, Jack M. (57125301900); Goldstein, Madeleine (58546543500); Harper, Susan (58546829200); Aerts, Hugo J. W. L. (16479697600); Catalano, Paul J. (7101947533); Savova, Guergana K. (8312093900); Mak, Raymond H. (8597064200); Bitterman, Danielle S. (56307969500)",npj Digital Medicine,2024,10.1038/s41746-023-00970-0
Mimicking clinical trials with synthetic acute myeloid leukemia patients using generative artificial intelligence,"Eckardt, Jan-Niklas (57221053738); Hahn, Waldemar (57255281800); Röllig, Christoph (58078163300); Stasik, Sebastian (55786100900); Platzbecker, Uwe (6603836387); Müller-Tidow, Carsten (7004555214); Serve, Hubert (7003961264); Baldus, Claudia D. (6603786287); Schliemann, Christoph (15045622300); Schäfer-Eckart, Kerstin (6507467406); Hanoun, Maher (36514613100); Kaufmann, Martin (58826158500); Burchert, Andreas (55990941000); Thiede, Christian (7007156201); Schetelig, Johannes (6602851628); Sedlmayr, Martin (56043034300); Bornhäuser, Martin (55950380000); Wolfien, Markus (55633497900); Middeke, Jan Moritz (48061402800)",npj Digital Medicine,2024,10.1038/s41746-024-01076-x
Probabilistic record linkage of de-identified research datasets with discrepancies using diagnosis codes,"Hejblum, Boris P. (57050524300); Weber, Griffin M. (7402212831); Liao, Katherine P. (7203022764); Palmer, Nathan P. (12141507000); Churchill, Susanne (35087954300); Shadick, Nancy A. (57206523601); Szolovits, Peter (6701398669); Murphy, Shawn N. (7402778470); Kohane, Isaac S. (35264289500); Cai, Tianxi (7102610149)",Scientific Data,2019,10.1038/sdata.2018.298
Key Contributions in Clinical Research Informatics,"Daniel, Christel (24334555100); Bellamine, Ali (57221252143); Kalra, Dipak (56107739200)",Yearbook of medical informatics,2021,10.1055/s-0041-1726514
Application of synthetic patient data in the assessment of rapid rule-out protocols using Point-of-Care testing during chest pain diagnosis in a UK emergency department,"Robinson, S. (35071850700); FitzGibbon, F. (23392300500); Eatock, J. (57202972432); Hunniford, T. (11142080100); Dixon, D. (57202462690); Meenan, B.J. (6701723245)",Journal of Simulation,2009,10.1057/jos.2009.4
Robust point-pattern inference from spatially censored data,"Sweeney, Stuart H. (57203194388); Konty, Kevin J. (20734603100)",Environment and Planning A,2005,10.1068/a35318
The intraurban geography of generalised trust in Sydney,"Hermes, Kerstin (54906132000); Poulsen, Michael (7005706885)",Environment and Planning A,2013,10.1068/a44663
Statistical Implications of Endogeneity Induced by Residential Segregation in Small-Area Modeling of Health Inequities,"Nethery, Rachel C. (56830523900); Chen, Jarvis T. (7501881646); Krieger, Nancy (7101687550); Waterman, Pamela D. (7102459798); Peterson, Emily (57224845733); Waller, Lance A. (7006611850); Coull, Brent A. (7005844847)",American Statistician,2022,10.1080/00031305.2021.2003245
Integrating Multidimensional Data for Clustering Analysis With Applications to Cancer Patient Data,"Park, Seyoung (56579353500); Xu, Hao (57215905681); Zhao, Hongyu (7404779143)",Journal of the American Statistical Association,2021,10.1080/01621459.2020.1730853
Direction of dependence analysis for pre-post assessments using non-Gaussian methods: a tutorial,"Rosenström, Tom H. (35811217200); Czajkowski, Nikolai O. (57211513157); Solbakken, Ole André (37122638500); Saarni, Suoma E. (6506638856)",Psychotherapy Research,2023,10.1080/10503307.2023.2167526
Exploring barriers to primary care for migrants in Greece in times of austerity: Perspectives of service providers,"Papadakaki, Maria (8851694500); Lionis, Christos (7005768464); Saridaki, Aristoula (55486507000); Dowrick, Christopher (56360697900); De Brún, Tomas (23667052700); O’Reilly-De Brún, Mary (23668798700); O’Donnell, Catherine A. (7202453716); Burns, Nicola (7102105278); Van Weel-Baumgarten, Evelyn (57022122000); Van Den Muijsenbergh, Maria (6507846672); Spiegel, Wolfgang (7004086512); MacFarlane, Anne (7102685918)",European Journal of General Practice,2017,10.1080/13814788.2017.1307336
Stepped-wedge cluster randomized controlled trial for intervention research: Design and analysis,"Chen, Ding-Geng (55536267800); Pan, Wei (36657454800); Kainz, Kirsten (16307479600)",Journal of the Society for Social Work and Research,2021,10.1086/714135
SYNTHETIC INDIVIDUAL INCOME TAX DATA: PROMISES AND CHALLENGES,"Bowen, Claire Mckay (57219296877); Bryant, Victoria L. (56091706500); Burman, Leonard (7101735970); Khitatrakun, Surachai (14623024900); McClelland, Robert (7101803905); Mucciolo, Livia (57908186400); Pickens, Madeline (57908375900); Williams, Aaron R. (57219297391)",National Tax Journal,2022,10.1086/722094
Pixel-by-pixel deconvolution of bolus-tracking data: Optimization and implementation,"Sourbron, S. (57207907634); Dujardin, M. (6701430580); Makkat, S. (6506071325); Luypaert, R. (7003381599)",Physics in Medicine and Biology,2007,10.1088/0031-9155/52/2/009
Monte Carlo simulations of clinical PET and SPECT scans: Impact of the input data on the simulated images,"Stute, S. (26428470300); Carlier, T. (6507283786); Cristina, K. (53163580100); Noblet, C. (53164364100); Martineau, A. (35074511500); Hutton, B. (7005479075); Barnden, L. (6602916096); Buvat, I. (35508472200)",Physics in Medicine and Biology,2011,10.1088/0031-9155/56/19/017
Building motion models of lung tumours from cone-beam CT for radiotherapy applications,"Martin, James (55597088232); McClelland, Jamie (8757124700); Yip, Connie (55548451100); Thomas, Christopher (7404412865); Hartill, Clare (55619419400); Ahmad, Shahreen (24337285100); O'Brien, Richard (57196969794); Meir, Ivan (55620468400); Landau, David (23479629300); Hawkes, David (35464300200)",Physics in Medicine and Biology,2013,10.1088/0031-9155/58/6/1809
Anatomically-aided PET reconstruction using the kernel method,"Hutchcroft, Will (59213705500); Wang, Guobao (8298844400); Chen, Kevin T. (56416736500); Catana, Ciprian (14014150000); Qi, Jinyi (7201522084)",Physics in Medicine and Biology,2016,10.1088/0031-9155/61/18/6668
Personalized fault diagnosis of rolling bearings in trains based on digital twin,"Liu, Chang (59089252900); He, Deqiang (7403045841); Wei, Zexian (57192417215); He, Changfu (57989062200); Lao, Zhenpeng (57219598516); Shan, Sheng (57215503336)",Measurement Science and Technology,2023,10.1088/1361-6501/acf517
The potential synergies between synthetic data and in silico trials in relation to generating representative virtual population cohorts,"Myles, Puja (26534802000); Ordish, Johan (57204137112); Tucker, Allan (57210525029)",Progress in Biomedical Engineering,2023,10.1088/2516-1091/acafbf
Measuring and Promoting SARS-CoV-2 Vaccine Equity: Development of a COVID-19 Vaccine Equity Index,"Pressman, Alice R. (7003357538); Lockhart, Stephen H. (57209540468); Shen, Zijun (57209542075); Azar, Kristen M.J. (46960930600)",Health Equity,2021,10.1089/heq.2021.0047
"Addressing Posttreatment Selection Bias in Comparative Effectiveness Research, Using Real-World Data and Simulation","Belviso, Nicholas (57205210470); Zhang, Yichi (57203730442); Aronow, Herbert D. (7004045648); Wyss, Richard (56375578000); Barbour, Marilyn (57194991413); Kogut, Stephen (6506975134); Lawal, Oluwadolapo D. (57200699512); Zhan, Si Y. (59110879600); Don, Prabhani Kuruppumullage (55842766100); Wen, Xuerong (36612521200)",American Journal of Epidemiology,2022,10.1093/aje/kwab242
A joint spatial factor analysis model to accommodate data from misaligned areal units with application to Louisiana social vulnerability,"Nethery, Rachel C (56830523900); Sandler, Dale P (57204338750); Zhao, Shanshan (55975155800); Engel, Lawrence S (57204015041); Kwok, Richard K (12802823300)",Biostatistics,2019,10.1093/biostatistics/kxy016
ConvSCCS: Convolutional self-controlled case series model for lagged adverse event detection,"Morel, Maryan (57216969213); Bacry, Emmanuel (6701623085); Gaïffas, Stéphane (16068819800); Guilloux, Agathe (6602901590); Leroy, Fanny (57214897123)",Biostatistics,2020,10.1093/biostatistics/kxz003
The influence of Frame rate on two-dimensional speckle-tracking strain measurements: A study on silico-simulated models and images recorded in patients,"Rösner, Assami (26325821500); Barbosa, Daniel (57196543587); Aarsæther, Erling (9334907400); Kjønås, Didrik (57050346500); Schirmer, Henrik (7007181093); D'Hooge, Jan (7006639761)",European Heart Journal Cardiovascular Imaging,2015,10.1093/ehjci/jev058
A Simulation Framework for Modeling the Within-Patient Evolutionary Dynamics of SARS-CoV-2,"Terbot, John W. (56411937800); Cooper, Brandon S. (24337362900); Good, Jeffrey M. (9634583700); Jensen, Jeffrey D. (8679818600)",Genome Biology and Evolution,2023,10.1093/gbe/evad204
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection","Quan, T Phuong (56562645400); Lacey, Ben (7004338442); Peto, Tim E A (57217692518); Walker, A Sarah (7403910584)",GigaScience,2022,10.1093/gigascience/giad060
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection","Phuong Quan, T. (59158328400); Lacey, Ben (7004338442); Peto, Tim E. A (57217692518); Sarah Walker, A. (6503849350)",GigaScience,2023,10.1093/gigascience/giad060
Adapting national data systems for donor transition: comparative analysis of experience from Georgia and China,"Chikovani, Ivdity (25930782200); Soselia, Giorgi (58843541000); Huang, Aidan (57813715500); Uchaneishvili, Maia (56609334200); Zhao, Yingxi (57194059646); Cao, Chunkai (58307556500); Lyu, Mohan (58844998400); Tang, Kun (7401588986); Gotsadze, George (22833997600)",Health Policy and Planning,2024,10.1093/heapol/czad098
Generative artificial intelligence to produce high-fidelity blastocyst-stage embryo images,"Cao, Ping (58820989700); Derhaag, Josien (6602118786); Coonen, Edith (6603804201); Brunner, Han (24376318100); Acharya, Ganesh (19333262500); Salumets, Andres (6602790170); Esteki, Masoud Zamani (55613645300)",Human Reproduction,2024,10.1093/humrep/deae064
Fold-stratified cross-validation for unbiased and privacy-preserving federated learning,"Bey, Romain (57221489005); Goussault, Romain (57218947022); Grolleau, François (57206197166); Benchoufi, Mehdi (55247294500); Porcher, Raphael (57201105505)",Journal of the American Medical Informatics Association,2020,10.1093/jamia/ocaa096
Optimizing the synthesis of clinical trial data using sequential trees,"El Emam, Khaled (7004609665); Mosquera, Lucy (57219951005); Zheng, Chaoyi (57222988507)",Journal of the American Medical Informatics Association,2021,10.1093/jamia/ocaa249
SynTEG: A framework for temporal structured electronic health data simulation,"Zhang, Ziqi (57212394939); Yan, Chao (57201776358); Lasko, Thomas A (6507484673); Sun, Jimeng (9737233900); Malin, Bradley A. (6602093073)",Journal of the American Medical Informatics Association,2021,10.1093/jamia/ocaa262
Application of Bayesian networks to generate synthetic health data,"Kaur, Dhamanpreet (57216671964); Sobiesk, Matthew (57222562703); Patil, Shubham (57222563331); Liu, Jin (57222563783); Bhagat, Puran (57200588380); Gupta, Amar (8451638300); Markuzon, Natasha (36162463600)",Journal of the American Medical Informatics Association,2021,10.1093/jamia/ocaa303
Keeping synthetic patients on track: feedback mechanisms to mitigate performance drift in longitudinal health data simulation,"Zhang, Ziqi (57212394939); Yan, Chao (57201776358); Malin, Bradley A (6602093073)",Journal of the American Medical Informatics Association,2022,10.1093/jamia/ocac131
Generating synthetic mixed discrete-continuous health records with mixed sum-product networks,"Kroes, Shannon K. S (57224203136); Van Leeuwen, Matthijs (14024964900); Groenwold, Rolf H. H (56600212200); Janssen, Mart P (56213237600)",Journal of the American Medical Informatics Association,2023,10.1093/jamia/ocac184
Semi-supervised ROC analysis for reliable and streamlined evaluation of phenotyping algorithms,"Gao, Jianhui (57221800496); Bonzel, Clara-Lea (57222137991); Hong, Chuan (55945588500); Varghese, Paul (57221713128); Zakir, Karim (58300151400); Gronsbell, Jessica (55791327800)",Journal of the American Medical Informatics Association,2024,10.1093/jamia/ocad226
"Synthea: An approach, method, and software mechanism for generating synthetic patients and the synthetic electronic health care record","Walonoski, Jason (14049438700); Kramer, Mark (23025395300); Nichols, Joseph (57201077554); Quina, Andre (57201078676); Moesel, Chris (57201079586); Hall, Dylan (57201069699); Duffett, Carlton (57201076733); Dube, Kudakwashe (7004456496); Gallagher, Thomas (56591739500); McLachlan, Scott (57198310967)",Journal of the American Medical Informatics Association,2018,10.1093/jamia/ocx079
Synthesizing electronic health records using improved generative adversarial networks,"Baowaly, Mrinal Kanti (24779215100); Lin, Chia-Ching (57205614912); Liu, Chao-Lin (25652653300); Chen, Kuan-Ta (35751273300)",Journal of the American Medical Informatics Association,2019,10.1093/jamia/ocy142
Spot the difference: Comparing results of analyses from real patient data and synthetic derivatives,"Foraker, Randi E (8621791900); Yu, Sean C (57222563894); Gupta, Aditi (57222564365); Michelson, Andrew P (44161241600); Pineda Soto, Jose A (57554010400); Colvin, Ryan (12767780300); Loh, Francis (57222473110); Kollef, Marin H (35593170700); Maddox, Thomas (8563238900); Evanoff, Bradley (7003414711); Dror, Hovav (6508241263); Zamstein, Noa (57497872600); Lai, Albert M (30767629500); Payne, Philip R.O. (58331044200)",JAMIA Open,2020,10.1093/jamiaopen/ooaa060
Designing and testing a blockchain application for patient identity management in healthcare,"Khurshid, Anjum (32867798300); Holan, Cole (57214227085); Cowley, Cody (57486612500); Alexander, Jeremiah (57214442755); Harrell, Daniel Toshio (56319829200); Usman, Muhammad (57540281800); Desai, Ishav (57487273600); Bautista, John Robert (56684511200); Meyer, Eric (55545861313)",JAMIA Open,2021,10.1093/jamiaopen/ooaa073
Case report: Evaluation of an open-source synthetic data platform for simulation studies,"Meeker, Daniella (36548693700); Kallem, Crystal (58346815600); Heras, Yan (57969040300); Garcia, Stephanie (57970440000); Thompson, Casey (57216752234)",JAMIA Open,2022,10.1093/jamiaopen/ooac067
Validating a membership disclosure metric for synthetic health data,"El Emam, Khaled (7004609665); Mosquera, Lucy (57219951005); Fang, Xi (57581280200)",JAMIA Open,2022,10.1093/jamiaopen/ooac083
A novel method to create realistic synthetic medication data,"Hodges, Robert (58511023400); Tokunaga, Kristen (58511715700); Legrand, Joseph (57215218177)",JAMIA Open,2023,10.1093/jamiaopen/ooad052
Use of a common spreadsheet program to demonstrate the ability of Bayesian forecasting to estimate the pharmacokinetic parameters of antibiotics,"Brocks, Dion R (7005350103); Wang, Meng (58636118900)",Journal of Pharmacy and Pharmacology,2023,10.1093/jpp/rgad068
Synthesizing Geocodes to Facilitate Access to Detailed Geographical Information in Large-Scale Administrative Data,"Drechsler, Jörg (25626326400); Hu, Jingchen (55962808900)",Journal of Survey Statistics and Methodology,2021,10.1093/jssam/smaa035
"Improving the Utility of Poisson-Distributed, Differentially Private Synthetic Data Via Prior Predictive Truncation with an Application to CDC WONDER","Quick, Harrison (54684953900)",Journal of Survey Statistics and Methodology,2022,10.1093/jssam/smac007
Assessing the calibration of mortality benchmarks in critical care: The Hosmer-Lemeshow test revisited,"Kramer, Andrew A. (7401931977); Zimmerman, Jack E. (57207900961)",Critical Care Medicine,2007,10.1097/01.CCM.0000275267.64078.B0
State of the art in clinical decision support applications in pediatric perioperative medicine,"Wang, Ellen (57193893104); Brenn, B. Randall (6603163230); Matava, Clyde T. (42262376900)",Current Opinion in Anaesthesiology,2020,10.1097/ACO.0000000000000850
Towards Equitable AI Interventions for People Who Use Drugs: Key Areas That Require Ethical Investment,"Ti, Lianping (54879874100); Ho, Anita (23488714100); Knight, Rod (56298166100)",Journal of Addiction Medicine,2021,10.1097/ADM.0000000000000722
Active safety monitoring of new medical products using electronic healthcare data: Selecting alerting rules,"Gagne, Joshua J. (15047741400); Rassen, Jeremy A. (15061817800); Walker, Alexander M. (7403909916); Glynn, Robert J. (7103332295); Schneeweiss, Sebastian (7005232148)",Epidemiology,2012,10.1097/EDE.0b013e3182459d7d
Prediction of expiratory desflurane and sevoflurane concentrations in lung-healthy patients utilizing cardiac output and alveolar ventilation matched pharmacokinetic models: A comparative observational study,"Weber, Jonas (57208253024); Mißbach, Claudia (57222103847); Schmidt, Johannes (57204018045); Wenzel, Christin (57197737771); Schumann, Stefan (7006152081); Philip, James H. (7201730172); Wirth, Steffen (56342559200)",Medicine (United States),2021,10.1097/MD.0000000000023570
Use of Sequential Hot-Deck Imputation for Missing Health Care Systems Data for Population Health Research,"Chrenka, Ella A. (57221762277); Dehmer, Steven P. (55783347900); Maciosek, Michael V. (6506123774); Essien, Inih J. (58189823300); Westgard, Bjorn C. (36344173200)",Medical Care,2024,10.1097/MLR.0000000000001995
Assessing and increasing patient panel size in the public sector,"Marx, Rani (7201566474); Drennan, Michael J. (36713356000); Johnson, Elizabeth C. (55469678300); Hirozawa, Anne M. (6602365899); Tse, Winnie M. (53872009400); Katz, Mitchell H. (26643158100)",Journal of Public Health Management and Practice,2011,10.1097/PHH.0b013e318211393c
"Developing a dual diagnosis service in Cork, Ireland by way of participatory action research (PAR)","Connolly, John (57611056800); MacGabhann, Liam (55327845400); McKeown, Olive (46461721700)",Advances in Dual Diagnosis,2015,10.1108/ADD-09-2014-0022
Multiple Sclerosis Lesion Synthesis in MRI Using an Encoder-Decoder U-NET,"Salem, Mostafa (57197780028); Valverde, Sergi (26028961700); Cabezas, Mariano (47961722400); Pareto, Deborah (6603301072); Oliver, Arnau (8944064900); Salvi, Joaquim (6603906203); Rovira, Alex (7102462625); Llado, Xavier (22433812000)",IEEE Access,2019,10.1109/ACCESS.2019.2900198
Mppds: Multilevel privacy-preserving data sharing in a collaborative ehealth system,"Kim, Jong Wook (56084128200); Edemacu, Kennedy (56725699700); Jang, Beakcheol (27867735600)",IEEE Access,2019,10.1109/ACCESS.2019.2933542
Preserving privacy in mobile health systems using non-interactive zero-knowledge proof and blockchain,"Tomaz, Antonio Emerson Barros (57275978200); Nascimento, José Claúdio Do (11241639400); Hafid, Abdelhakim Senhaji (8725767200); Souza, José Neuman De (57217018880)",IEEE Access,2020,10.1109/ACCESS.2020.3036811
Dynamic PET Image Denoising Using Deep Image Prior Combined with Regularization by Denoising,"Sun, Hao (57222404356); Peng, Lihong (57222548592); Zhang, Hongyan (57221979402); He, Yuru (57221976357); Cao, Shuangliang (56982296500); Lu, Lijun (56399413100)",IEEE Access,2021,10.1109/ACCESS.2021.3069236
An optimised multivariable regression model for predictive analysis of diabetic disease progression,"Daliya, V.K. (57202234091); Ramesh, T.K. (55233524200); Ko, Seok-Bum (57918890700)",IEEE Access,2021,10.1109/ACCESS.2021.3096139
Deep Generative Models for Synthetic Data: A Survey,"Eigenschink, Peter (58277796300); Reutterer, Thomas (6506027894); Vamosi, Stefan (57430844100); Vamosi, Ralf (57199861767); Sun, Chang (57201947370); Kalcher, Klaudius (57556373900)",IEEE Access,2023,10.1109/ACCESS.2023.3275134
Data Generation With Filtered β-VAE for the Preoperative Prediction of Adverse Events,"Yamasaki, Yuki (57224447353); Doi, Chiaki (48061025700); Kitagawa, Shiori (58289185300); Seki, Hiroyuki (35273114000); Shigeno, Hiroshi (7003545335)",IEEE Access,2023,10.1109/ACCESS.2023.3276783
A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Generative Adversarial Networks,"Penava, Pascal (58177313400); Buettner, Ricardo (24831738000)",IEEE Access,2023,10.1109/ACCESS.2023.3326720
Alleviation of Health Data Poverty for Skin Lesions using ACGAN: Systematic Review,"Ravikumar, Aswathy (56045074100); Sriraman, Harini (57193768349); Chadha, Chandan (59185559500); Chattu, Vijay Kumar (55743746500)",IEEE Access,2024,10.1109/ACCESS.2024.3417176
Anonymization through data synthesis using generative adversarial networks (ADS-GAN),"Yoon, Jinsung (57192154835); Drumright, Lydia N. (7801514223); Van Der Schaar, Mihaela (35605361700)",IEEE Journal of Biomedical and Health Informatics,2020,10.1109/JBHI.2020.2980262
Labeling Self-Tracked Menstrual Health Records with Hidden Semi-Markov Models,"Symul, Laura (55179430500); Holmes, Susan (7203030601)",IEEE Journal of Biomedical and Health Informatics,2022,10.1109/JBHI.2021.3110716
Synthetic Patient Data Generation and Evaluation in Disease Prediction Using Small and Imbalanced Datasets,"Rodriguez-Almeida, Antonio J. (57838532200); Fabelo, Himar (56405568500); Ortega, Samuel (57189334144); Deniz, Alejandro (57191619214); Balea-Fernandez, Francisco J. (57221266705); Quevedo, Eduardo (55845740700); Soguero-Ruiz, Cristina (55207356700); Wagner, Ana M. (7401456520); Callico, Gustavo M. (56006321500)",IEEE Journal of Biomedical and Health Informatics,2023,10.1109/JBHI.2022.3196697
Characterization of Synthetic Health Data Using Rule-Based Artificial Intelligence Models,"Lenatti, Marta (57222472784); Paglialonga, Alessia (23668671800); Orani, Vanessa (57217857599); Ferretti, Melissa (57203499432); Mongelli, Maurizio (7005882346)",IEEE Journal of Biomedical and Health Informatics,2023,10.1109/JBHI.2023.3236722
Brain Tumor Recurrence vs. Radiation Necrosis Classification and Patient Survivability Prediction,"Sadique, M.S. (57764837700); Farzana, W. (57208386534); Temtam, A. (56257944600); Lappinen, E. (36193797700); Vossough, A. (6508190258); Iftekharuddin, K.M. (7005905201)",IEEE Journal of Biomedical and Health Informatics,2024,10.1109/JBHI.2024.3406256
Achieving Searchable and Privacy-Preserving Data Sharing for Cloud-Assisted E-Healthcare System,"Xu, Chang (55725660100); Wang, Ningning (57211319106); Zhu, Liehuang (7404201289); Sharif, Kashif (11440580700); Zhang, Chuan (57194189076)",IEEE Internet of Things Journal,2019,10.1109/JIOT.2019.2917186
Flexible and Fine-Grained Access Control for EHR in Blockchain-Assisted E-Healthcare Systems,"Chen, Dajiang (56170747500); Zhang, Li (58796154200); Liao, Zeyu (58796429700); Dai, Hong-Ning (55602606800); Zhang, Ning (56575788300); Shen, Xuemin (58094942200); Pang, Minghui (58087893100)",IEEE Internet of Things Journal,2024,10.1109/JIOT.2023.3328382
Anomaly detection and artifact recovery in PET attenuation-correction images using the likelihood function,"Laymon, Charles M. (7006139481); Bowsher, James E. (7004901863)",IEEE Journal on Selected Topics in Signal Processing,2013,10.1109/JSTSP.2012.2237380
Seven Ways to Evaluate the Utility of Synthetic Data,"El Emam, Khaled (7004609665)",IEEE Security and Privacy,2020,10.1109/MSEC.2020.2992821
GAN-Based Multi-Task Learning Approach for Prognostics and Health Management of IIoT,"Behera, Sourajit (57207835062); Misra, Rajiv (7203051070); Sillitti, Alberto (6602286710)",IEEE Transactions on Automation Science and Engineering,2023,10.1109/TASE.2023.3267860
Big Data Privacy in Biomedical Research,"Wang, Shuang (57208694317); Bonomi, Luca (55522738500); Dai, Wenrui (24723796900); Chen, Feng (56048692000); Cheung, Cynthia (57191910874); Bloss, Cinnamon S. (35725075100); Cheng, Samuel (35752985300); Jiang, Xiaoqian (24479530900)",IEEE Transactions on Big Data,2020,10.1109/TBDATA.2016.2608848
