Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
Developing a Personalized Meal Recommendation System for Chinese Older Adults: Observational Cohort Study,"Xu, Zidu (57393186000); Gu, Yaowen (57452298100); Xu, Xiaowei (57202790080); Topaz, Maxim (54790231000); Guo, Zhen (57202789958); Kang, Hongyu (57022661800); Sun, Lianglong (57231339200); Li, Jiao (57397332800)",JMIR Formative Research,2024,10.2196/52170,FALSE,1
Developing an ML pipeline for asthma and COPD: The case of a Dutch primary care service,"Mariani, Stefano (14421332900); Metting, Esther (56721308600); Lahr, Maarten M. H. (36446032300); Vargiu, Eloisa (55885459400); Zambonelli, Franco (7006289226)",International Journal of Intelligent Systems,2021,10.1002/int.22568,FALSE,1
Development of a Synthetic Population Model for Assessing Excess Risk for Cardiovascular Disease Death,Krauland MG,JAMA Netw Open,2020,10.1001/jamanetworkopen.2020.15047,FALSE,1
Development of Integrated Data Quality Management System for Observational Medical Outcomes Partnership Common Data Model,Oh SW,Stud Health Technol Inform,2024,10.3233/SHTI230985,FALSE,1
Diabetes classification using Radial Basis Function Network by combining cluster validity index and BAT optimization with novel fitness function,"Cheruku, Ramalingaswamy (57192668520); Edla, Damodar Reddy (55180602300); Kuppili, Venkatanareshbabu (54784668100)",International Journal of Computational Intelligence Systems,2017,10.2991/ijcis.2017.10.1.17,FALSE,1
Diagnostic Evidence GAuge of Single cells (DEGAS): a flexible deep transfer learning framework for prioritizing cells in relation to disease,Johnson TS,Genome Med,2022,10.1186/s13073-022-01012-2,FALSE,1
Different percentages of false-positive results obtained using five methods for the calculation of reference change values based on simulated normal and ln-normal distributions of data,Lund F,Ann Clin Biochem,2016,10.1177/0004563216643729,FALSE,1
Differentially Private Recurrent Variational Autoencoder For Text Privacy Preservation,"Wang, Yuyang (58295275800); Meng, Xianjia (56237705700); Liu, Ximeng (55755272500)",Mobile Networks and Applications,2023,10.1007/s11036-023-02096-9,FALSE,1
Differentiation between single fiber potentials from one muscle fiber or contaminated by other fibers using discriminating function,Zalewska E,Neurophysiol Clin,2021,10.1016/j.neucli.2020.12.001,FALSE,1
Diffusion-based conditional ECG generation with structured state space models,Alcaraz JML,Comput Biol Med,2023,10.1016/j.compbiomed.2023.107115,FALSE,1
"Digital Data, Administrative Data, and Survey Compared: Updating the Classical Toolbox for Assessing Data Quality of Big Data, Exemplified by the Generation of Corruption Data","Graeff, P; Baur, N",HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG,2020,10.12759/hsr.45.2020.3.244-269,FALSE,1
Digital Medical Device Companion (MyIUS) for New Users of Intrauterine Systems: App Development Study,Karakoyun T,JMIR Med Inform,2021,10.2196/24633,FALSE,1
Direction of dependence analysis for pre-post assessments using non-Gaussian methods: a tutorial,Rosenström TH,Psychother Res,2023,10.1080/10503307.2023.2167526,FALSE,1
Do Dietary Supplements Improve Micronutrient Sufficiency in Children and Adolescents?,"Bailey, RL; Fulgoni, VL; Keast, DR; Lentino, CV; Dwyer, JT",JOURNAL OF PEDIATRICS,2012,10.1016/j.jpeds.2012.05.009,FALSE,1
Does Big Data Change the Privacy Landscape? A Review of the Issues,"Keller, SA; Shipp, S; Schroeder, A","ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 3",2016,10.1146/annurev-statistics-041715-033453,FALSE,1
Domain Knowledge-Driven Generation of Synthetic Healthcare Data,Hashemi AS,Stud Health Technol Inform,2023,10.3233/SHTI230136,FALSE,1
DragNet: Learning-based deformable registration for realistic cardiac MR sequence generation from a single frame,Zakeri A,Med Image Anal,2023,10.1016/j.media.2022.102678,FALSE,1
Drug-drug interaction potential among patients with nonmetastatic castration-resistant prostate cancer (nmCRPC) treated with novel androgen receptor inhibitors,Appukkuttan S,Expert Rev Anticancer Ther,2024,10.1080/14737140.2024.2328778,FALSE,1
Drug-Resistant Juvenile Myoclonic Epilepsy: Misdiagnosis of Progressive Myoclonus Epilepsy,"Martin, S; Strzelczyk, A; Lindlar, S; Krause, K; Reif, PS; Menzler, K; Chiocchetti, AG; Rosenow, F; Knake, S; Klein, KM",FRONTIERS IN NEUROLOGY,2019,10.3389/fneur.2019.00946,FALSE,1
Dv-Hop localization algorithm based on genetic simulated annealing optimization in wireless sensor network,"Yu, Xiuwu (1); Mu, Jing (1); Liu, Yong (1)",Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition),2024,,FALSE,1
Dynamic access policy in cloud-based personal health record (PHR) systems,"Liu, Xuhui (57023306700); Liu, Qin (55712179000); Peng, Tao (57214366614); Wu, Jie (55837752300)",Information Sciences,2017,10.1016/j.ins.2016.06.035,FALSE,1
"Dynamic mirroring: unveiling the role of digital twins, artificial intelligence and synthetic data for personalized medicine in laboratory medicine","Padoan, Andrea (22635521200); Plebani, Mario (57202559706)",Clinical Chemistry and Laboratory Medicine,2024,10.1515/cclm-2024-0517,FALSE,1
Dynamic PET Image Denoising Using Deep Image Prior Combined with Regularization by Denoising,"Sun, Hao (57222404356); Peng, Lihong (57222548592); Zhang, Hongyan (57221979402); He, Yuru (57221976357); Cao, Shuangliang (56982296500); Lu, Lijun (56399413100)",IEEE Access,2021,10.1109/ACCESS.2021.3069236,FALSE,1
Early Detection of Health Changes in the Elderly Using In-Home Multi-Sensor Data Streams,"Wu, Wenlong (57205541042); Keller, James M. (7403486724); Skubic, Marjorie (7003989598); Popescu, Mihail (7201384279); Lane, Kari R. (36446027600)",ACM Transactions on Computing for Healthcare,2021,10.1145/3448671,FALSE,1
ECG Synthesis via Diffusion-Based State Space Augmented Transformer,Zama MH,Sensors (Basel),2023,10.3390/s23198328,FALSE,1
Effect of imbalanced sampling and missing data on associations between gender norms and risk of adolescent HIV,Gupta R,EClinicalMedicine,2022,10.1016/j.eclinm.2022.101513,FALSE,1
Effective deep learning training for single-image super-resolution in endomicroscopy exploiting video-registration-based reconstruction,Ravì D,Int J Comput Assist Radiol Surg,2018,10.1007/s11548-018-1764-0,FALSE,1
Effective methods to correct contrast agent-induced errors in PET quantification in cardiac PET/CT,Büther F,J Nucl Med,2007,10.2967/jnumed.107.039941,FALSE,1
Effectiveness and safety of rivaroxaban vs. warfarin in patients with non-valvular atrial fibrillation and heart failure,Martinez BK,ESC Heart Fail,2019,10.1002/ehf2.12365,FALSE,1
Effectiveness of Preventive Dental Treatments by Physicians for Young Medicaid Enrollees,"Pahel, BT; Rozier, RG; Stearns, SC; Quiñonez, RB",PEDIATRICS,2011,10.1542/peds.2010-1457,FALSE,1
Efficient algorithms for fast integration on large data sets from multiple sources,Mi T,BMC Med Inform Decis Mak,2012,10.1186/1472-6947-12-59,FALSE,1
Efficient Design for Mendelian Randomization Studies: Subsample and 2-Sample Instrumental Variable Estimators,"Pierce, BL; Burgess, S",AMERICAN JOURNAL OF EPIDEMIOLOGY,2013,10.1093/aje/kwt084,FALSE,1
EHR-Safe: generating high-fidelity and privacy-preserving synthetic electronic health records,Yoon J,NPJ Digit Med,2023,10.1038/s41746-023-00888-7,FALSE,1
Eigenvector analysis for separation of a spectrally concentrated source from a mixture,Phlypo R,Annu Int Conf IEEE Eng Med Biol Soc,2008,10.1109/IEMBS.2008.4649548,FALSE,1
"Electroencephalography simulation hardware for realistic seizure, preseizure and normal mode signal generation","Shakir, Mohamed (54959783300); Qidwai, Uvais (6602234511); Malik, Aamir Saeed (12800348400); Kamel, Nidal (22635061700)",Journal of Medical Imaging and Health Informatics,2015,10.1166/jmihi.2015.1352,FALSE,1
Electronic Health Records and Genomics: Perspectives from the Association for Molecular Pathology Electronic Health Record (EHR) Interoperability for Clinical Genomics Data Working Group,Carter AB,J Mol Diagn,2022,10.1016/j.jmoldx.2021.09.009,FALSE,1
Electronic medical records in multiple sclerosis research,"Damotte, Vincent (54387956300); Gourraud, Pierre-Antoine (6506489910)",Clinical and Experimental Neuroimmunology,2018,10.1111/cen3.12441,FALSE,1
Electronic Patient-Generated Health Data to Facilitate Disease Prevention and Health Promotion: Scoping Review,Nittas V,J Med Internet Res,2019,10.2196/13320,FALSE,1
Employing Generative Networks for Synthetic Phonocardiogram and Electrocardiogram Signal Creation: A Privacy-Ensured Approach to Data Augmentation in Heart Diagnostics,"Rayavarapu, Swarajya Madhuri (57215870585); Prasanthi, Tammineni Shanmukha (58316868100); Kumar, Gottapu Santosh (57196246260); Rao, Gottapu Sasibhushana (22941895200); Singham, Aruna (57188579512)",Ingenierie des Systemes d'Information,2023,10.18280/isi.280408,FALSE,1
Enabling high-throughput genotype-phenotype associations in the Epidemiologic Architecture for Genes Linked to Environment (EAGLE) project as part of the Population Architecture using Genomics and Epidemiology (PAGE) study,Bush WS,Pac Symp Biocomput,2013,,FALSE,1
Encoding of Numerical Data for Privacy-Preserving Record Linkage,Demelius L,Stud Health Technol Inform,2020,10.3233/SHTI200070,FALSE,1
End-to-end subtitle detection and recognition for videos in East Asian languages via CNN ensemble,"Xu, Y; Shan, SY; Qiu, ZM; Jia, ZP; Shen, ZY; Wang, YP; Shi, MF; Chang, EIC",SIGNAL PROCESSING-IMAGE COMMUNICATION,2018,10.1016/j.image.2017.09.013,FALSE,1
Enhancing data security of cardiac patients in IoMT with Twin-Shield Encryption,"Gandhi, Smiley (58790194400); Poongodi, T. (57188842079); Sampath Kumar, K. (57210793527)",Journal of Autonomous Intelligence,2024,10.32629/jai.v7i2.1322,FALSE,1
Enriching Data Science and Health Care Education: Application and Impact of Synthetic Data Sets Through the Health Gym Project,Kuo NI,JMIR Med Educ,2024,10.2196/51388,FALSE,1
Establishing a Data Quality Baseline in the AKTIN Emergency Department Data Registry - A Secondary Use Perspective,Triefenbach L,Stud Health Technol Inform,2022,10.3233/SHTI220439,FALSE,1
Estimating determinants of healthcare establishment locations with restricted federal administrative data,Van Sandt A,Health Econ,2021,10.1002/hec.4242,FALSE,1
Estimating Determinants of Transportation and Warehousing Establishment Locations Using U.S. Administrative Data,"Carpenter, Craig (57201194370); Dudensing, Rebekka (36623510400); Van Sandt, Anders (57192004706)",Region,2022,10.18335/region.v9i1.366,FALSE,1
Estimating lifetime medical costs from censored claims data,Hwang JS,Health Econ,2017,10.1002/hec.3512,FALSE,1
Estimating parameters for probabilistic linkage of privacy-preserved datasets,Brown AP,BMC Med Res Methodol,2017,10.1186/s12874-017-0370-0,FALSE,1
Estimating Uncertainty Intervals from Collaborating Networks,Zhou T,J Mach Learn Res,2021,,FALSE,1
Estimation of pancreatic R2* for iron overload assessment in the presence of fat: a comparison of different approaches,"Santarelli, Maria Filomena (7006438702); Meloni, Antonella (57201344472); De Marchi, Daniele (12787103400); Pistoia, Laura (6507059185); Quarta, Antonella (35332649400); Spasiano, Anna (24503638900); Landini, Luigi (25422522900); Pepe, Alessia (22980876200); Positano, Vincenzo (6603931628)","Magnetic Resonance Materials in Physics, Biology and Medicine",2018,10.1007/s10334-018-0695-7,FALSE,1
European Bone Mineral Density Loci Are Also Associated with BMD in East-Asian Populations,"Styrkarsdottir, U; Halldorsson, BV; Gudbjartsson, DF; Tang, NLS; Koh, JM; Xiao, SM; Kwok, TCY; Kim, GS; Chan, JCN; Cherny, S; Lee, SH; Kwok, A; Ho, S; Gretarsdottir, S; Kostic, JP; Palsson, ST; Sigurdsson, G; Sham, PC; Kim, BJ; Kung, AWC; Kim, SY; Woo, J; Leung, PC; Kong, A; Thorsteinsdottir, U; Stefansson, K",PLOS ONE,2010,10.1371/journal.pone.0013217,FALSE,1
Evaluating bias due to data linkage error in electronic healthcare records,Harron K,BMC Med Res Methodol,2014,10.1186/1471-2288-14-36,FALSE,1
Evaluating Identity Disclosure Risk in Fully Synthetic Health Data: Model Development and Validation,El Emam K,J Med Internet Res,2020,10.2196/23139,FALSE,1
Evaluating performance of risk identification methods through a large-scale simulation of observational data,Ryan PB,Drug Saf,2013,10.1007/s40264-013-0110-2,FALSE,1
Evaluating the detection ability of a range of epistasis detection methods on simulated data for pure and impure epistatic models,Russ D,PLoS One,2022,10.1371/journal.pone.0263390,FALSE,1
Evaluation of a Cyber Security System for Hospital Network,Faysel MA,Stud Health Technol Inform,2015,,FALSE,1
Evaluation of a direct motion estimation/correction method in respiratory-gated PET/MRI with motion-adjusted attenuation,"Bousse, A; Manber, R; Holman, BF; Atkinson, D; Arridge, S; Ourselin, S; Hutton, BF; Thielemans, K",MEDICAL PHYSICS,2017,10.1002/mp.12253,FALSE,1
Evaluation of distributed photovoltaic hosting capacity of distribution networks based on improved simulated annealing-particle swarm optimization,"Men, Maochen (1); Zhao, Rui (2); Zhang, Jinshuai (3); Wang, Peng (3); Zhang, Qing (2)",Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science),2024,,FALSE,1
Evaluation of methods for detecting human reads in microbial sequencing datasets,"Bush, SJ; Connor, TR; Peto, TEA; Crook, DW; Walker, AS",MICROBIAL GENOMICS,2020,10.1099/mgen.0.000393,FALSE,1
Evaluation of the pharmacodynamic interaction effect of augmentation agents with clozapine in patients with treatment-resistant schizophrenia: A simulation study of clinical data,"Mishra, Archana (56662334200); Maiti, Rituparna (17342371900); Ramasubbu, Mathan kumar (58493862900); Srinivasan, Anand (49362067700)",Psychiatry Research,2024,10.1016/j.psychres.2024.115989,FALSE,1
Evoked hemodynamic response estimation using ensemble empirical mode decomposition based adaptive algorithm applied to dual channel functional near infrared spectroscopy (fNIRS),Hemmati Berivanlou N,J Neurosci Methods,2014,10.1016/j.jneumeth.2013.12.007,FALSE,1
Examining access to GP services in rural Ireland using microsimulation analysis,"Morrissey, Karyn (24491040700); Clarke, Graham (7201902875); Ballas, Dimitris (6602117129); Hynes, Stephen (7004142552); O'Donoghue, Cathal (6602526305)",Area,2008,10.1111/j.1475-4762.2008.00844.x,FALSE,1
Experimental evaluation of model-free reinforcement learning algorithms for continuous HVAC control,"Biemann, M; Scheller, F; Liu, XF; Huang, LZ",APPLIED ENERGY,2021,10.1016/j.apenergy.2021.117164,FALSE,1
Exploring barriers to primary care for migrants in Greece in times of austerity: Perspectives of service providers,Papadakaki M,Eur J Gen Pract,2017,10.1080/13814788.2017.1307336,FALSE,1
Exploring levers and barriers to accessing primary care for marginalised groups and identifying their priorities for primary care provision: a participatory learning and action research study,O'Donnell P,Int J Equity Health,2016,10.1186/s12939-016-0487-5,FALSE,1
Exploring the design of ecological and energy-saving residential buildings adapted to climate change based on a simulated annealing algorithm,"Zhang, Hui (1)",Applied Mathematics and Nonlinear Sciences,2024,,FALSE,1
Exploring the utility of synthetic data to extract more value from sensitive health data assets: A focused example in perinatal epidemiology,Braddon AE,Paediatr Perinat Epidemiol,2023,10.1111/ppe.12942,FALSE,1
"Extended biasplot command to assess bias, precision, and agreement in method comparison studies","Taffe, P; Peng, MK; Stagg, V; Williamson, T",STATA JOURNAL,2023,10.1177/1536867X231161978,FALSE,1
Extraction of unadjusted estimates of prognostic association for meta-analysis: simulation methods as good alternatives to trend and direct method estimation,Pérez T,J Clin Epidemiol,2018,10.1016/j.jclinepi.2017.12.017,FALSE,1
Extremely low-coverage sequencing and imputation increases power for genome-wide association studies,"Pasaniuc, B; Rohland, N; McLaren, PJ; Garimella, K; Zaitlen, N; Li, H; Gupta, N; Neale, BM; Daly, MJ; Sklar, P; Sullivan, PF; Bergen, S; Moran, JL; Hultman, CM; Lichtenstein, P; Magnusson, P; Purcell, SM; Haas, DW; Liang, LM; Sunyaev, S; Patterson, N; de Bakker, PIW; Reich, D; Price, AL",NATURE GENETICS,2012,10.1038/ng.2283,FALSE,1
Factors affecting visual inference in single-case designs,Ximenes VM,Span J Psychol,2009,10.1017/s1138741600002195,FALSE,1
Fake it till you make it: Guidelines for effective synthetic data generation,"Dankar, Fida K. (24597149500); Ibrahim, Mahmoud (57222322851)",Applied Sciences (Switzerland),2021,10.3390/app11052158,FALSE,1
Family history in primary care: Understanding GPs' resistance to clinical genetics - Qualitative study,"Mathers, Jonathan (7005077039); Greenfield, Sheila (7203067543); Metcalfe, Alison (7007031046); Cole, Trevor (7201770409); Flanagan, Sarah (35866896600); Wilson, Sue (7404784540)",British Journal of General Practice,2010,10.3399/bjgp10X501868,FALSE,1
Family physicians' professional identity formation: a study protocol to explore impression management processes in institutional academic contexts,"Rodríguez, C; Pawlikowska, T; Schweyer, FX; López-Roig, S; Bélanger, E; Burns, J; Hugé, S; Pastor-Mira, MA; Tellier, PP; Spencer, S; Fiquet, L; Pereiró-Berenguer, I",BMC MEDICAL EDUCATION,2014,10.1186/1472-6920-14-184,FALSE,1
Fast and optimal algorithm for case-control matching using registry data: application on the antibiotics use of colorectal cancer patients,Mamouris P,BMC Med Res Methodol,2021,10.1186/s12874-021-01256-3,FALSE,1
Fast parameter inference in a biomechanical model of the left ventricle by using statistical emulation,Davies V,J R Stat Soc Ser C Appl Stat,2019,10.1111/rssc.12374,FALSE,1
Fast Quasi-Newton Algorithms for Penalized Reconstruction in Emission Tomography and Further Improvements via Preconditioning,Tsai YJ,IEEE Trans Med Imaging,2018,10.1109/TMI.2017.2786865,FALSE,1
FastClone is a probabilistic tool for deconvoluting tumor heterogeneity in bulk-sequencing samples,Xiao Y,Nat Commun,2020,10.1038/s41467-020-18169-2,FALSE,1
Federated learning for generating synthetic data: a scoping review,Little C,Int J Popul Data Sci,2023,10.23889/ijpds.v8i1.2158,FALSE,1
Federated queries for comparative effectiveness research: performance analysis,Price RC,Stud Health Technol Inform,2012,,FALSE,1
FedFSA: Hybrid and federated framework for functional status ascertainment across institutions,Fu S,J Biomed Inform,2024,10.1016/j.jbi.2024.104623,FALSE,1
Finding Correspondence between Metabolomic Features in Untargeted Liquid Chromatography-Mass Spectrometry Metabolomics Datasets,"Pinto, RC; Karaman, I; Lewis, MR; Hällqvist, J; Kaluarachchi, M; Graça, G; Chekmeneva, E; Durainayagam, B; Ghanbari, M; Ikram, MA; Zetterberg, H; Griffin, J; Elliott, P; Tzoulaki, I; Dehghan, A; Herrington, D; Ebbels, T",ANALYTICAL CHEMISTRY,2022,10.1021/acs.analchem.1c03592,FALSE,1
Flexible and Fine-Grained Access Control for EHR in Blockchain-Assisted E-Healthcare Systems,"Chen, Dajiang (56170747500); Zhang, Li (58796154200); Liao, Zeyu (58796429700); Dai, Hong-Ning (55602606800); Zhang, Ning (56575788300); Shen, Xuemin (58094942200); Pang, Minghui (58087893100)",IEEE Internet of Things Journal,2024,10.1109/JIOT.2023.3328382,FALSE,1
Flexible Bayesian Dirichlet mixtures of generalized linear mixed models for count data,"Adesina, Olumide S. (57191832234); Agunbiade, Dawud A. (36489011900); Oguntunde, Pelumi E. (57209317518)",Scientific African,2021,10.1016/j.sciaf.2021.e00963,FALSE,1
Flexible propensity score estimation strategies for clustered data in observational studies,Chang TH,Stat Med,2022,10.1002/sim.9551,FALSE,1
Fold-stratified cross-validation for unbiased and privacy-preserving federated learning,Bey R,J Am Med Inform Assoc,2020,10.1093/jamia/ocaa096,FALSE,1
Fractionated Bilirubin Among 252 892 Utah Newborns with and Without Biliary Atresia: A 15-year Historical Birth Cohort Study,Kastenberg ZJ,J Pediatr,2023,10.1016/j.jpeds.2022.12.041,FALSE,1
Frequent Causal Pattern Mining: A Computationally Efficient Framework For Estimating Bias-Corrected Effects,Yadav P,Proc IEEE Int Conf Big Data,2019,10.1109/bigdata47090.2019.9005977,FALSE,1
From heterogeneous healthcare data to disease-specific biomarker networks: A hierarchical Bayesian network approach,Becker AK,PLoS Comput Biol,2021,10.1371/journal.pcbi.1008735,FALSE,1
From public issues to personal troubles: individualising social inequalities in health within local public health partnerships,"Mead, R; Thurston, M; Bloyce, D",CRITICAL PUBLIC HEALTH,2022,10.1080/09581596.2020.1763916,FALSE,1
Fully synthetic neuroimaging data for replication and exploration,Vaden KI Jr,Neuroimage,2020,10.1016/j.neuroimage.2020.117284,FALSE,1
GAAE: a novel genetic algorithm based on autoencoder with ensemble classifiers for imbalanced healthcare data,"Ram, Pintu Kumar (57220025266); Kuila, Pratyay (55180119400)",Journal of Supercomputing,2023,10.1007/s11227-022-04679-x,FALSE,1
GAN-Based Multi-Task Learning Approach for Prognostics and Health Management of IIoT,"Behera, Sourajit (57207835062); Misra, Rajiv (7203051070); Sillitti, Alberto (6602286710)",IEEE Transactions on Automation Science and Engineering,2023,10.1109/TASE.2023.3267860,FALSE,1
GatewayNet: a form of sequential rule mining,Kilgore PCSR,BMC Med Inform Decis Mak,2019,10.1186/s12911-019-0810-3,FALSE,1
General and specific utility measures for synthetic data,"Snoke, J; Raab, GM; Nowok, B; Dibben, C; Slavkovic, A",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,2018,10.1111/rssa.12358,FALSE,1
General practitioners' perceptions of COPD treatment: thematic analysis of qualitative interviews,Molin KR,Int J Chron Obstruct Pulmon Dis,2016,10.2147/COPD.S108611,FALSE,1
Generalized filtered back-projection reconstruction in breast tomosynthesis,"Claus, BEH; Eberhard, JW; Schmitz, A; Carson, P; Goodsitt, M; Chan, HP","DIGITAL MAMOGRAPHY, PROCEEDINGS",2006,,FALSE,1
Generalizing observational study results: applying propensity score methods to complex surveys,Dugoff EH,Health Serv Res,2014,10.1111/1475-6773.12090,FALSE,1
Generate medical synthetic data based on generative adversarial network,"Xiang, Xiayu (1); Wang, Jiahui (2); Wang, Zirui (3); Duan, Shaoming (3); Pan, Hezhong (1); Zhuang, Rongfei (3); Han, Peiyi (3, 4); Liu, Chuanyi (3, 4)",Tongxin Xuebao/Journal on Communications,2022,,FALSE,1
Generating and evaluating cross-sectional synthetic electronic healthcare data: Preserving data utility and patient privacy,"Wang, Zhenchen (57210580015); Myles, Puja (26534802000); Tucker, Allan (57210525029)",Computational Intelligence,2021,10.1111/coin.12427,FALSE,1
Generating Enriched Synthetic German Hospital Claims Data - A Use Case Driven Approach,Helfer S,Stud Health Technol Inform,2021,10.3233/SHTI210051,FALSE,1
Generating high-fidelity privacy-conscious synthetic patient data for causal effect estimation with multiple treatments,Shi J,Front Artif Intell,2022,10.3389/frai.2022.918813,FALSE,1
Generating high-fidelity synthetic patient data for assessing machine learning healthcare software,Tucker A,NPJ Digit Med,2020,10.1038/s41746-020-00353-9,FALSE,1
Generating realistic synthetic population datasets,"Wu, Hao (57198665805); Ning, Yue (57188730039); Chakraborty, Prithwish (57213522203); Vreeken, Jilles (14025070400); Tatti, Nikolaj (12787700800); Ramakrishnan, Naren (35507966200)",ACM Transactions on Knowledge Discovery from Data,2018,10.1145/3182383,FALSE,1
Generating sequential electronic health records using dual adversarial autoencoder,Lee D,J Am Med Inform Assoc,2020,10.1093/jamia/ocaa119,FALSE,1
Generating synthetic data,"Ayilara, OF; Platt, RW; Dahl, M; Coulombe, J; Ginestet, PG; Chateau, D; Lix, LM",INTERNATIONAL JOURNAL OF POPULATION DATA SCIENCE (IJPDS),2023,10.23889/ijpds.v8i1.2176,FALSE,1
Generating Synthetic Electronic Health Record Data Using Generative Adversarial Networks: Tutorial,Yan C,JMIR AI,2024,10.2196/52615,FALSE,1
Generating synthetic mixed discrete-continuous health records with mixed sum-product networks,Kroes SKS,J Am Med Inform Assoc,2022,10.1093/jamia/ocac184,FALSE,1
Generating synthetic mixed-type longitudinal electronic health records for artificial intelligent applications,Li J,NPJ Digit Med,2023,10.1038/s41746-023-00834-7,FALSE,1
Generating synthetic personal health data using conditional generative adversarial networks combining with differential privacy,Sun C,J Biomed Inform,2023,10.1016/j.jbi.2023.104404,FALSE,1
Generating synthetic syndromic-surveillance data for evaluating visual-analytics techniques,"Maciejewski, Ross (1); Hafen, Ryan (1); Rudolph, Stephen (1); Tebbetts, George (1); Cleveland, William S. (1); Grannis, Shaun J. (2); Ebert, David S. (1)",IEEE Computer Graphics and Applications,2009,,FALSE,1
Generating synthetic training data for supervised de-identification of electronic health records,"Libbi, Claudia Alessandra (57224188532); Trienes, Jan (57208468073); Trieschnigg, Dolf (23013092400); Seifert, Christin (8850014900)",Future Internet,2021,10.3390/fi13050136,FALSE,1
Generating Synthetic Trajectory Data Using GRU,"Liu, Xinyao (57211274533); Cui, Baojiang (12762382900); Xing, Lantao (56693750700)",Intelligent Automation and Soft Computing,2022,10.32604/iasc.2022.020032,FALSE,1
Generation and evaluation of privacy preserving synthetic health data,"Yale, Andrew (57210735354); Dash, Saloni (57222238844); Dutta, Ritik (57210725485); Guyon, Isabelle (6603114322); Pavao, Adrien (57210733553); Bennett, Kristin P. (7202750503)",Neurocomputing,2020,10.1016/j.neucom.2019.12.136,FALSE,1
Generation and Evaluation of Synthetic Data in a University Hospital Setting,Kaabachi B,Stud Health Technol Inform,2022,10.3233/SHTI220420,FALSE,1
Generation and evaluation of synthetic patient data,Goncalves A,BMC Med Res Methodol,2020,10.1186/s12874-020-00977-1,FALSE,1
Generation of a Realistic Synthetic Laryngeal Cancer Cohort for AI Applications,Katalinic M,Cancers (Basel),2024,10.3390/cancers16030639,FALSE,1
Generation of annotated multimodal ground truth datasets for abdominal medical image registration,Bauer DF,Int J Comput Assist Radiol Surg,2021,10.1007/s11548-021-02372-7,FALSE,1
Generation of Musculoskeletal Ultrasound Images with Diffusion Models,"Katakis, Sofoklis (57203983973); Barotsis, Nikolaos (24482934100); Kakotaritis, Alexandros (57822817800); Tsiganos, Panagiotis (57208186570); Economou, George (57219546794); Panagiotopoulos, Elias (6701580689); Panayiotakis, George (7006755481)",BioMedInformatics,2023,10.3390/biomedinformatics3020027,FALSE,1
Generation of realistic synthetic data using Multimodal Neural Ordinary Differential Equations,Wendland P,NPJ Digit Med,2022,10.1038/s41746-022-00666-x,FALSE,1
Generation of synthetic datasets using weighted bayesian association rules in clinical world,"Kharya, Shweta (57215539710); Soni, Sunita (24829775800); Swarnkar, Tripti (34881196300)",International Journal of Information Technology (Singapore),2022,10.1007/s41870-022-01081-x,FALSE,1
Generation of synthetic EEG data for training algorithms supporting the diagnosis of major depressive disorder,Carrle FP,Front Neurosci,2023,10.3389/fnins.2023.1219133,FALSE,1
Generative adversarial networks and synthetic patient data: current challenges and future perspectives,Arora A,Future Healthc J,2022,10.7861/fhj.2022-0013,FALSE,1
Generative adversarial networks for anonymized healthcare of lung cancer patients,"Gonzalez-Abril, Luis (23667004700); Angulo, Cecilio (23090235000); Ortega, Juan-Antonio (33867735500); Lopez-Guerra, José-Luis (25623687200)",Electronics (Switzerland),2021,10.3390/electronics10182220,FALSE,1
Generative Adversarial Networks in Cardiology,Skandarani Y,Can J Cardiol,2022,10.1016/j.cjca.2021.11.003,FALSE,1
Generative AI in Medical Practice: In-Depth Exploration of Privacy and Security Challenges,"Chen, Y; Esmaeilzadeh, P",JOURNAL OF MEDICAL INTERNET RESEARCH,2024,10.2024/1/e53008,FALSE,1
Generative artificial intelligence to produce high-fidelity blastocyst-stage embryo images,"Cao, Ping (58820989700); Derhaag, Josien (6602118786); Coonen, Edith (6603804201); Brunner, Han (24376318100); Acharya, Ganesh (19333262500); Salumets, Andres (6602790170); Esteki, Masoud Zamani (55613645300)",Human Reproduction,2024,10.1093/humrep/deae064,FALSE,1
Generative Model of Brain Microbleeds for MRI Detection of Vascular Marker of Neurodegenerative Diseases,Momeni S,Front Neurosci,2021,10.3389/fnins.2021.778767,FALSE,1
"Genetic contribution to disease-course severity and progression in the SUPER-Finland study, a cohort of 10,403 individuals with psychotic disorders","Kämpe, A; Suvisaari, J; Lähteenvuo, M; Singh, T; Ahola-Olli, A; Urpa, L; Haaki, W; Hietala, J; Isometsä, E; Jukuri, T; Kampman, O; Kieseppä, T; Lahdensuo, K; Lönnqvist, J; Männynsalo, T; Paunio, T; Niemi-Pynttäri, J; Suokas, K; Tuulio-Henriksson, A; Veijola, J; Wegelius, A; Daly, M; Taylor, J; Kendler, KS; Palotie, A; Pietiläinen, O",MOLECULAR PSYCHIATRY,2024,10.1038/s41380-024-02516-6,FALSE,1
